ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-03-11,60518.79100557045,55555.8146475298,57606.02305877062,60518.79100557045,60518.79100557045,-3881.497855735651,-3881.497855735651,-3881.497855735651,-8.869595290705012,-8.869595290705012,-8.869595290705012,-3872.628260444946,-3872.628260444946,-3872.628260444946,0.0,0.0,0.0,56637.2931498348
2023-03-12,60415.488782927496,55741.0876398003,57780.94296682875,60415.488782927496,60415.488782927496,-3656.668576064758,-3656.668576064758,-3656.668576064758,-24.182602120389536,-24.182602120389536,-24.182602120389536,-3632.4859739443677,-3632.4859739443677,-3632.4859739443677,0.0,0.0,0.0,56758.820206862736
2023-03-13,60312.18656028454,55871.1230407663,58063.63086024661,60312.18656028454,60312.18656028454,-3373.3804293150747,-3373.3804293150747,-3373.3804293150747,10.7313094422097,10.7313094422097,10.7313094422097,-3384.1117387572845,-3384.1117387572845,-3384.1117387572845,0.0,0.0,0.0,56938.80613096947
2023-03-14,60208.88433764158,56012.60459606439,58145.89453015209,60208.88433764158,60208.88433764158,-3177.9228509034365,-3177.9228509034365,-3177.9228509034365,-48.758167228114225,-48.758167228114225,-48.758167228114225,-3129.164683675322,-3129.164683675322,-3129.164683675322,0.0,0.0,0.0,57030.961486738146
2023-03-15,60105.58211499863,56253.2402302374,58259.55765205293,60105.58211499863,60105.58211499863,-2887.5337208169835,-2887.5337208169835,-2887.5337208169835,-18.203478270255633,-18.203478270255633,-18.203478270255633,-2869.3302425467273,-2869.3302425467273,-2869.3302425467273,0.0,0.0,0.0,57218.04839418165
2023-03-16,60002.27989235568,56393.27887903073,58451.83546443351,60002.27989235568,60002.27989235568,-2602.27066968801,-2602.27066968801,-2602.27066968801,4.010633200013099,4.010633200013099,4.010633200013099,-2606.2813028880228,-2606.2813028880228,-2606.2813028880228,0.0,0.0,0.0,57400.009222667664
2023-03-17,59898.977669712716,56649.07020853658,58598.06971910463,59898.977669712716,59898.977669712716,-2256.36890425664,-2256.36890425664,-2256.36890425664,85.27190026771711,85.27190026771711,85.27190026771711,-2341.640804524357,-2341.640804524357,-2341.640804524357,0.0,0.0,0.0,57642.608765456076
2023-03-18,59795.67544706976,56629.07584989645,58759.61073346757,59795.67544706976,59795.67544706976,-2085.8164251738463,-2085.8164251738463,-2085.8164251738463,-8.869595290887307,-8.869595290887307,-8.869595290887307,-2076.9468298829593,-2076.9468298829593,-2076.9468298829593,0.0,0.0,0.0,57709.859021895914
2023-03-19,59692.37322442681,56835.39454907813,58899.09010476959,59692.37322442681,59692.37322442681,-1837.8037481997783,-1837.8037481997783,-1837.8037481997783,-24.18260212061126,-24.18260212061126,-24.18260212061126,-1813.621146079167,-1813.621146079167,-1813.621146079167,0.0,0.0,0.0,57854.56947622703
2023-03-20,59589.07100178385,57033.56483277673,59075.494239731255,59589.07100178385,59589.07100178385,-1542.2107395519488,-1542.2107395519488,-1542.2107395519488,10.73130944242494,10.73130944242494,10.73130944242494,-1552.9420489943734,-1552.9420489943734,-1552.9420489943734,0.0,0.0,0.0,58046.8602622319
2023-03-21,59485.7687791409,57159.80593339489,59266.3171838033,59485.7687791409,59485.7687791409,-1344.7803917694534,-1344.7803917694534,-1344.7803917694534,-48.75816722817571,-48.75816722817571,-48.75816722817571,-1296.0222245412779,-1296.0222245412779,-1296.0222245412779,0.0,0.0,0.0,58140.98838737144
2023-03-22,59382.466556497944,57224.851066264426,59284.2023200754,59382.466556497944,59382.466556497944,-1061.9956645241375,-1061.9956645241375,-1061.9956645241375,-18.203478270360648,-18.203478270360648,-18.203478270360648,-1043.792186253777,-1043.792186253777,-1043.792186253777,0.0,0.0,0.0,58320.470891973804
2023-03-23,59279.164333854984,57515.53580951594,59571.80776239796,59279.164333854984,59279.164333854984,-792.9790427847555,-792.9790427847555,-792.9790427847555,4.010633200042057,4.010633200042057,4.010633200042057,-796.9896759847975,-796.9896759847975,-796.9896759847975,0.0,0.0,0.0,58486.18529107023
2023-03-24,59175.86211121203,57661.93273799508,59745.200806459,59175.86211121203,59175.86211121203,-470.8833307841574,-470.8833307841574,-470.8833307841574,85.2719002677893,85.2719002677893,85.2719002677893,-556.1552310519468,-556.1552310519468,-556.1552310519468,0.0,0.0,0.0,58704.978780427875
2023-03-25,59072.55989048201,57716.10199473306,59747.54878557594,59072.55989048201,59072.55989048201,-330.50352749010244,-330.50352749010244,-330.50352749010244,-8.869595290898033,-8.869595290898033,-8.869595290898033,-321.6339321992044,-321.6339321992044,-321.6339321992044,0.0,0.0,0.0,58742.056362991905
2023-03-26,58969.257669751976,57825.05618480276,59924.76887878307,58969.257669751976,58969.257669751976,-117.76576010120972,-117.76576010120972,-117.76576010120972,-24.182602120452003,-24.182602120452003,-24.182602120452003,-93.5831579807577,-93.5831579807577,-93.5831579807577,0.0,0.0,0.0,58851.491909650766
2023-03-27,58865.955449021945,57985.73781457188,60074.388630642556,58865.955449021945,58865.955449021945,138.74532111423332,138.74532111423332,138.74532111423332,10.731309442272195,10.731309442272195,10.731309442272195,128.01401167196113,128.01401167196113,128.01401167196113,0.0,0.0,0.0,59004.70077013618
2023-03-28,58762.653228291914,58065.408782984334,60035.16691163533,58762.653228291914,58762.653228291914,294.5721040222619,294.5721040222619,294.5721040222619,-48.75816722823719,-48.75816722823719,-48.75816722823719,343.3302712504991,343.3302712504991,343.3302712504991,0.0,0.0,0.0,59057.22533231418
2023-03-29,58659.3510075619,58164.04745512692,60100.76887657237,58659.3510075619,58659.3510075619,534.4676497273001,534.4676497273001,534.4676497273001,-18.203478270368045,-18.203478270368045,-18.203478270368045,552.6711279976681,552.6711279976681,552.6711279976681,0.0,0.0,0.0,59193.8186572892
2023-03-30,58556.04878683187,58303.58120759646,60389.34180180787,58556.04878683187,58556.04878683187,760.4589522966105,760.4589522966105,760.4589522966105,4.010633199816286,4.010633199816286,4.010633199816286,756.4483190967942,756.4483190967942,756.4483190967942,0.0,0.0,0.0,59316.50773912848
2023-03-31,58452.746566101836,58446.287537218064,60522.95229542753,58452.746566101836,58452.746566101836,1040.422431960279,1040.422431960279,1040.422431960279,85.27190026762418,85.27190026762418,85.27190026762418,955.150531692655,955.150531692655,955.150531692655,0.0,0.0,0.0,59493.168998062116
2023-04-01,58349.444345371805,58469.663600242166,60548.504520846625,58349.444345371805,58349.444345371805,1140.442833247477,1140.442833247477,1140.442833247477,-8.86959529090875,-8.86959529090875,-8.86959529090875,1149.3124285383856,1149.3124285383856,1149.3124285383856,0.0,0.0,0.0,59489.88717861928
2023-04-02,58246.14212464178,58578.393029488056,60506.45389988904,58246.14212464178,58246.14212464178,1315.3004275224835,1315.3004275224835,1315.3004275224835,-24.18260212055005,-24.18260212055005,-24.18260212055005,1339.4830296430337,1339.4830296430337,1339.4830296430337,0.0,0.0,0.0,59561.44255216426
2023-04-03,58142.83990391175,58702.80371472575,60621.17300222755,58142.83990391175,58142.83990391175,1536.92582454735,1536.92582454735,1536.92582454735,10.731309442315752,10.731309442315752,10.731309442315752,1526.1945151050343,1526.1945151050343,1526.1945151050343,0.0,0.0,0.0,59679.7657284591
2023-04-04,58039.53768318172,58695.304867815554,60701.74410834712,58039.53768318172,58039.53768318172,1661.1743286891117,1661.1743286891117,1661.1743286891117,-48.7581672281798,-48.7581672281798,-48.7581672281798,1709.9324959172918,1709.9324959172918,1709.9324959172918,0.0,0.0,0.0,59700.71201187083
2023-04-05,57936.2354624517,58748.068893472744,60831.533658845285,57936.2354624517,57936.2354624517,1872.9052701428639,1872.9052701428639,1872.9052701428639,-18.203478270332916,-18.203478270332916,-18.203478270332916,1891.1087484131967,1891.1087484131967,1891.1087484131967,0.0,0.0,0.0,59809.14073259457
2023-04-06,57832.93324172167,58900.76726053801,60885.37187287676,57832.93324172167,57832.93324172167,2074.0479589204824,2074.0479589204824,2074.0479589204824,4.010633199845248,4.010633199845248,4.010633199845248,2070.0373257206375,2070.0373257206375,2070.0373257206375,0.0,0.0,0.0,59906.981200642156
2023-04-07,57729.63102099164,58999.88932418254,61107.74425865932,57729.63102099164,57729.63102099164,2332.186748856084,2332.186748856084,2332.186748856084,85.27190026780349,85.27190026780349,85.27190026780349,2246.9148485882806,2246.9148485882806,2246.9148485882806,0.0,0.0,0.0,60061.81776984772
2023-04-08,57626.32880026161,59009.7308983659,61116.55746819577,57626.32880026161,57626.32880026161,2412.9360463006515,2412.9360463006515,2412.9360463006515,-8.869595290919472,-8.869595290919472,-8.869595290919472,2421.805641591571,2421.805641591571,2421.805641591571,0.0,0.0,0.0,60039.26484656226
2023-04-09,57523.026579531586,58986.79310307485,61081.365462764035,57523.026579531586,57523.026579531586,2570.4496210885018,2570.4496210885018,2570.4496210885018,-24.18260212058128,-24.18260212058128,-24.18260212058128,2594.632223209083,2594.632223209083,2594.632223209083,0.0,0.0,0.0,60093.47620062009
2023-04-10,57419.724358801555,59194.483105369254,61226.647129130804,57419.724358801555,57419.724358801555,2775.902793776267,2775.902793776267,2775.902793776267,10.73130944218761,10.73130944218761,10.73130944218761,2765.1714843340797,2765.1714843340797,2765.1714843340797,0.0,0.0,0.0,60195.62715257782
2023-04-11,57316.422138071524,59222.837666636384,61224.890590911404,57316.422138071524,57316.422138071524,2884.298537613051,2884.298537613051,2884.298537613051,-48.75816722836016,-48.75816722836016,-48.75816722836016,2933.056704841411,2933.056704841411,2933.056704841411,0.0,0.0,0.0,60200.72067568458
2023-04-12,57213.1199173415,59168.87421064231,61346.00615470171,57213.1199173415,57213.1199173415,3079.5818892382995,3079.5818892382995,3079.5818892382995,-18.20347827029779,-18.20347827029779,-18.20347827029779,3097.7853675085976,3097.7853675085976,3097.7853675085976,0.0,0.0,0.0,60292.701806579804
2023-04-13,57109.81769661148,59330.405112802415,61410.58943284555,57109.81769661148,57109.81769661148,3262.743172013341,3262.743172013341,3262.743172013341,4.010633199958723,4.010633199958723,4.010633199958723,3258.732538813382,3258.732538813382,3258.732538813382,0.0,0.0,0.0,60372.560868624816
2023-04-14,57006.515475881446,59465.84227238619,61497.51441781813,57006.515475881446,57006.515475881446,3500.441302999861,3500.441302999861,3500.441302999861,85.27190026775702,85.27190026775702,85.27190026775702,3415.169402732104,3415.169402732104,3415.169402732104,0.0,0.0,0.0,60506.95677888131
2023-04-15,56903.213255151415,59397.8952439563,61441.80585583283,56903.213255151415,56903.213255151415,3557.4167671037844,3557.4167671037844,3557.4167671037844,-8.869595291101772,-8.869595291101772,-8.869595291101772,3566.2863623948865,3566.2863623948865,3566.2863623948865,0.0,0.0,0.0,60460.6300222552
2023-04-16,56799.91103442139,59475.429373409876,61576.50527247257,56799.91103442139,56799.91103442139,3687.0373685740833,3687.0373685740833,3687.0373685740833,-24.182602120612508,-24.182602120612508,-24.182602120612508,3711.2199706946963,3711.2199706946963,3711.2199706946963,0.0,0.0,0.0,60486.94840299548
2023-04-17,56696.60881369136,59565.92415765728,61617.3478164461,56696.60881369136,56696.60881369136,3859.814128938557,3859.814128938557,3859.814128938557,10.73130944205947,10.73130944205947,10.73130944205947,3849.0828194964975,3849.0828194964975,3849.0828194964975,0.0,0.0,0.0,60556.42294262992
2023-04-18,56649.21076508719,59553.040022710025,61563.142662978506,56649.21076508719,56649.21076508719,3930.237245016092,3930.237245016092,3930.237245016092,-48.758167228113194,-48.758167228113194,-48.758167228113194,3978.995412244205,3978.995412244205,3978.995412244205,0.0,0.0,0.0,60579.44801010328
2023-04-19,56601.81271648302,59677.15375972016,61749.74303374074,56601.81271648302,56601.81271648302,4081.9154915781933,4081.9154915781933,4081.9154915781933,-18.203478270262664,-18.203478270262664,-18.203478270262664,4100.118969848456,4100.118969848456,4100.118969848456,0.0,0.0,0.0,60683.72820806121
2023-04-20,56554.414667878846,59701.89766134966,61763.121187199,56554.414667878846,56554.414667878846,4215.698710530466,4215.698710530466,4215.698710530466,4.01063319998768,4.01063319998768,4.01063319998768,4211.688077330479,4211.688077330479,4211.688077330479,0.0,0.0,0.0,60770.11337840931
2023-04-21,56507.01661927468,59879.975881560735,62013.857803319406,56507.01661927468,56507.01661927468,4398.31397056535,4398.31397056535,4398.31397056535,85.27190026782925,85.27190026782925,85.27190026782925,4313.042070297521,4313.042070297521,4313.042070297521,0.0,0.0,0.0,60905.33058984003
2023-04-22,56459.6185706705,59847.219226825226,61875.31883941563,56459.6185706705,56459.6185706705,4394.7844911794955,4394.7844911794955,4394.7844911794955,-8.869595290940914,-8.869595290940914,-8.869595290940914,4403.654086470436,4403.654086470436,4403.654086470436,0.0,0.0,0.0,60854.40306185
2023-04-23,56412.22052206633,59906.935413062056,61848.272576200274,56412.22052206633,56412.22052206633,4458.974165494878,4458.974165494878,4458.974165494878,-24.182602120710563,-24.182602120710563,-24.182602120710563,4483.156767615589,4483.156767615589,4483.156767615589,0.0,0.0,0.0,60871.19468756121
2023-04-24,56364.822473462154,59823.917493469606,61928.411237378976,56364.822473462154,56364.822473462154,4562.094999218503,4562.094999218503,4562.094999218503,10.73130944227471,10.73130944227471,10.73130944227471,4551.363689776229,4551.363689776229,4551.363689776229,0.0,0.0,0.0,60926.91747268066
2023-04-25,56317.42442485798,59781.32666004727,61872.1532723953,56317.42442485798,56317.42442485798,4559.527554827282,4559.527554827282,4559.527554827282,-48.75816722817468,-48.75816722817468,-48.75816722817468,4608.285722055456,4608.285722055456,4608.285722055456,0.0,0.0,0.0,60876.95197968526
2023-04-26,56270.02637625381,59948.68579773661,61889.476695058904,56270.02637625381,56270.02637625381,4635.938184640687,4635.938184640687,4635.938184640687,-18.203478270367686,-18.203478270367686,-18.203478270367686,4654.1416629110545,4654.1416629110545,4654.1416629110545,0.0,0.0,0.0,60905.9645608945
2023-04-27,56222.62832764964,59932.123129353415,61940.912386612894,56222.62832764964,56222.62832764964,4693.373306790159,4693.373306790159,4693.373306790159,4.010633200058901,4.010633200058901,4.010633200058901,4689.362673590101,4689.362673590101,4689.362673590101,0.0,0.0,0.0,60916.0016344398
2023-04-28,56175.23027904546,59967.29876370907,62018.257550792405,56175.23027904546,56175.23027904546,4799.862116237107,4799.862116237107,4799.862116237107,85.27190026790146,85.27190026790146,85.27190026790146,4714.590215969206,4714.590215969206,4714.590215969206,0.0,0.0,0.0,60975.09239528257
2023-04-29,56127.832230441294,59781.262938223794,61903.203269380494,56127.832230441294,56127.832230441294,4721.797805782023,4721.797805782023,4721.797805782023,-8.86959529084906,-8.86959529084906,-8.86959529084906,4730.667401072872,4730.667401072872,4730.667401072872,0.0,0.0,0.0,60849.630036223316
2023-04-30,56080.434181837125,59787.21050866406,61802.53724027218,56080.434181837125,56080.434181837125,4714.441256821191,4714.441256821191,4714.441256821191,-24.18260212074179,-24.18260212074179,-24.18260212074179,4738.623858941934,4738.623858941934,4738.623858941934,0.0,0.0,0.0,60794.87543865832
2023-05-01,56033.03613323294,59735.63200509903,61901.937270544084,56033.03613323294,56033.03613323294,4750.385753581301,4750.385753581301,4750.385753581301,10.731309442146571,10.731309442146571,10.731309442146571,4739.654444139154,4739.654444139154,4739.654444139154,0.0,0.0,0.0,60783.42188681424
2023-05-02,55985.63808462877,59676.85987510956,61750.95625844449,55985.63808462877,55985.63808462877,4686.334120560537,4686.334120560537,4686.334120560537,-48.75816722811728,-48.75816722811728,-48.75816722811728,4735.092287788654,4735.092287788654,4735.092287788654,0.0,0.0,0.0,60671.97220518931
2023-05-03,55938.240036024596,59608.25538362608,61682.71321634535,55938.240036024596,55938.240036024596,4708.173412340338,4708.173412340338,4708.173412340338,-18.203478270332564,-18.203478270332564,-18.203478270332564,4726.37689061067,4726.37689061067,4726.37689061067,0.0,0.0,0.0,60646.41344836493
2023-05-04,55890.84198742043,59503.77847296559,61668.324845965704,55890.84198742043,55890.84198742043,4719.028749428281,4719.028749428281,4719.028749428281,4.010633199790871,4.010633199790871,4.010633199790871,4715.018116228491,4715.018116228491,4715.018116228491,0.0,0.0,0.0,60609.87073684871
2023-05-05,55843.44393881626,59589.270124885064,61561.77754544116,55843.44393881626,55843.44393881626,4787.828985138608,4787.828985138608,4787.828985138608,85.27190026773631,85.27190026773631,85.27190026773631,4702.557084870872,4702.557084870872,4702.557084870872,0.0,0.0,0.0,60631.272923954864
2023-05-06,55796.04589021207,59479.00859751629,61448.574100872,55796.04589021207,55796.04589021207,4681.655484718547,4681.655484718547,4681.655484718547,-8.869595290859783,-8.869595290859783,-8.869595290859783,4690.525080009407,4690.525080009407,4690.525080009407,0.0,0.0,0.0,60477.70137493062
2023-05-07,55748.647841607904,59456.781170724855,61455.974667548726,55748.647841607904,55748.647841607904,4656.219058582333,4656.219058582333,4656.219058582333,-24.18260212058253,-24.18260212058253,-24.18260212058253,4680.401660702915,4680.401660702915,4680.401660702915,0.0,0.0,0.0,60404.86690019024
2023-05-08,55701.249793003735,59328.55814654924,61359.622315289205,55701.249793003735,55701.249793003735,4684.304527175726,4684.304527175726,4684.304527175726,10.731309442190122,10.731309442190122,10.731309442190122,4673.573217733536,4673.573217733536,4673.573217733536,0.0,0.0,0.0,60385.554320179464
2023-05-09,55653.85174439956,59193.533546449646,61276.30982474941,55653.85174439956,55653.85174439956,4622.5350530498035,4622.5350530498035,4622.5350530498035,-48.75816722805988,-48.75816722805988,-48.75816722805988,4671.293220277864,4671.293220277864,4671.293220277864,0.0,0.0,0.0,60276.38679744936
2023-05-10,55606.45369579539,59281.99038886693,61253.53835137974,55606.45369579539,55606.45369579539,4656.441892877087,4656.441892877087,4656.441892877087,-18.203478270339954,-18.203478270339954,-18.203478270339954,4674.645371147428,4674.645371147428,4674.645371147428,0.0,0.0,0.0,60262.89558867248
2023-05-11,55559.055649468166,59238.951729897926,61346.46353623471,55559.055649468166,55559.055649468166,4688.521456272212,4688.521456272212,4688.521456272212,4.010633199862087,4.010633199862087,4.010633199862087,4684.510823072351,4684.510823072351,4684.510823072351,0.0,0.0,0.0,60247.577105740376
2023-05-12,55511.65760314094,59343.01378178056,61324.26578172142,55511.65760314094,55511.65760314094,4786.812407832924,4786.812407832924,4786.812407832924,85.27190026780853,85.27190026780853,85.27190026780853,4701.540507565115,4701.540507565115,4701.540507565115,0.0,0.0,0.0,60298.47001097386
2023-05-13,55464.25955681372,59091.38308533069,61242.22137093302,55464.25955681372,55464.25955681372,4717.263898969536,4717.263898969536,4717.263898969536,-8.8695952908705,-8.8695952908705,-8.8695952908705,4726.133494260406,4726.133494260406,4726.133494260406,0.0,0.0,0.0,60181.52345578325
2023-05-14,55416.861510486495,59091.116898166474,61139.711890585626,55416.861510486495,55416.861510486495,4734.2395337330745,4734.2395337330745,4734.2395337330745,-24.18260212061377,-24.18260212061377,-24.18260212061377,4758.422135853688,4758.422135853688,4758.422135853688,0.0,0.0,0.0,60151.10104421957
2023-05-15,55369.46346415927,59153.996584796325,61191.92711098755,55369.46346415927,55369.46346415927,4808.9958758235125,4808.9958758235125,4808.9958758235125,10.731309442209065,10.731309442209065,10.731309442209065,4798.264566381303,4798.264566381303,4798.264566381303,0.0,0.0,0.0,60178.459339982786
2023-05-16,55322.06541783205,59057.099680814186,61136.58348114557,55322.06541783205,55322.06541783205,4796.486746629017,4796.486746629017,4796.486746629017,-48.75816722824024,-48.75816722824024,-48.75816722824024,4845.244913857257,4845.244913857257,4845.244913857257,0.0,0.0,0.0,60118.55216446106
2023-05-17,55274.667371504824,59111.79361125695,61188.03194774268,55274.667371504824,55274.667371504824,4880.477889850267,4880.477889850267,4880.477889850267,-18.203478270262305,-18.203478270262305,-18.203478270262305,4898.681368120529,4898.681368120529,4898.681368120529,0.0,0.0,0.0,60155.145261355094
2023-05-18,55227.26932517759,59218.78836087365,61198.803950736066,55227.26932517759,55227.26932517759,4961.652650678284,4961.652650678284,4961.652650678284,4.01063319989105,4.01063319989105,4.01063319989105,4957.6420174783925,4957.6420174783925,4957.6420174783925,0.0,0.0,0.0,60188.921975855876
2023-05-19,55179.87127885037,59259.47520564445,61324.52759430756,55179.87127885037,55179.87127885037,5106.240040222184,5106.240040222184,5106.240040222184,85.27190026776206,85.27190026776206,85.27190026776206,5020.9681399544215,5020.9681399544215,5020.9681399544215,0.0,0.0,0.0,60286.11131907255
2023-05-20,55132.473232523145,59234.95348319493,61184.38989329644,55132.473232523145,55132.473232523145,5078.434818103714,5078.434818103714,5078.434818103714,-8.869595290607073,-8.869595290607073,-8.869595290607073,5087.30441339432,5087.30441339432,5087.30441339432,0.0,0.0,0.0,60210.90805062686
2023-05-21,55085.07518619592,59189.69256750308,61290.96756159742,55085.07518619592,55085.07518619592,5130.952697712962,5130.952697712962,5130.952697712962,-24.1826021204545,-24.1826021204545,-24.1826021204545,5155.135299833416,5155.135299833416,5155.135299833416,0.0,0.0,0.0,60216.027883908886
2023-05-22,55037.6771398687,59169.00854119909,61238.815828111605,55037.6771398687,55037.6771398687,5233.55797913782,5233.55797913782,5233.55797913782,10.731309442252618,10.731309442252618,10.731309442252618,5222.826669695568,5222.826669695568,5222.826669695568,0.0,0.0,0.0,60271.23511900652
2023-05-23,54990.279093541474,59188.85037422775,61372.09419920034,54990.279093541474,54990.279093541474,5239.913399042401,5239.913399042401,5239.913399042401,-48.75816722818284,-48.75816722818284,-48.75816722818284,5288.671566270584,5288.671566270584,5288.671566270584,0.0,0.0,0.0,60230.192492583876
2023-05-24,54942.88104721425,59273.74582372942,61281.09930350082,54942.88104721425,54942.88104721425,5332.735397316943,5332.735397316943,5332.735397316943,-18.203478270269695,-18.203478270269695,-18.203478270269695,5350.938875587213,5350.938875587213,5350.938875587213,0.0,0.0,0.0,60275.616444531195
2023-05-25,54895.48300088703,59300.107614980094,61304.128937392066,54895.48300088703,54895.48300088703,5411.93419869517,5411.93419869517,5411.93419869517,4.010633199962266,4.010633199962266,4.010633199962266,5407.923565495208,5407.923565495208,5407.923565495208,0.0,0.0,0.0,60307.417199582196
2023-05-26,54848.0849545598,59407.02729523421,61420.36712283889,54848.0849545598,54848.0849545598,5543.26899404071,5543.26899404071,5543.26899404071,85.2719002678227,85.2719002678227,85.2719002678227,5457.997093772886,5457.997093772886,5457.997093772886,0.0,0.0,0.0,60391.35394860051
2023-05-27,54800.68690823258,59281.58438927068,61275.35532446356,54800.68690823258,54800.68690823258,5490.786965317177,5490.786965317177,5490.786965317177,-8.869595290617795,-8.869595290617795,-8.869595290617795,5499.656560607796,5499.656560607796,5499.656560607796,0.0,0.0,0.0,60291.47387354976
2023-05-28,54753.288861905356,59281.60266288794,61289.65047629901,54753.288861905356,54753.288861905356,5507.388594829985,5507.388594829985,5507.388594829985,-24.182602120676226,-24.182602120676226,-24.182602120676226,5531.571196950661,5531.571196950661,5531.571196950661,0.0,0.0,0.0,60260.67745673534
2023-05-29,54705.89081557813,59268.63297461705,61308.49931035527,54705.89081557813,54705.89081557813,5563.356146370486,5563.356146370486,5563.356146370486,10.731309442124482,10.731309442124482,10.731309442124482,5552.624836928362,5552.624836928362,5552.624836928362,0.0,0.0,0.0,60269.24696194862
2023-05-30,54658.49276925091,59091.92999748163,61285.27512610719,54658.49276925091,54658.49276925091,5513.194951243537,5513.194951243537,5513.194951243537,-48.75816722817363,-48.75816722817363,-48.75816722817363,5561.953118471711,5561.953118471711,5561.953118471711,0.0,0.0,0.0,60171.68772049445
2023-05-31,54611.09472292368,59103.94079601665,61100.00757277687,54611.09472292368,54611.09472292368,5540.770810903369,5540.770810903369,5540.770810903369,-18.203478270374724,-18.203478270374724,-18.203478270374724,5558.974289173742,5558.974289173742,5558.974289173742,0.0,0.0,0.0,60151.86553382705
2023-06-01,54563.69667659646,59089.76200996733,61211.944457247315,54563.69667659646,54563.69667659646,5547.423293829945,5547.423293829945,5547.423293829945,4.010633199991224,4.010633199991224,4.010633199991224,5543.412660629952,5543.412660629952,5543.412660629952,0.0,0.0,0.0,60111.11997042641
2023-06-02,54516.29863026924,59007.06481206914,61136.188128951195,54516.29863026924,54516.29863026924,5600.585849958703,5600.585849958703,5600.585849958703,85.27190026777625,85.27190026777625,85.27190026777625,5515.313949690927,5515.313949690927,5515.313949690927,0.0,0.0,0.0,60116.88448022794
2023-06-03,54472.82168322737,58869.23963041146,60920.89052594181,54472.82168322737,54472.82168322737,5466.182368499727,5466.182368499727,5466.182368499727,-8.869595290628512,-8.869595290628512,-8.869595290628512,5475.051963790355,5475.051963790355,5475.051963790355,0.0,0.0,0.0,59939.0040517271
